Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner,KD_diff,STR_diff,TD_diff,SUB_diff,target,Time_seconds,Fighter 1_code,Fighter 2_code,Weight_Class_code,Method_code
"Mexico City, Distrito Federal, Mexico",Niko Price,Alan Jouban,1.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,1.0,1:44,UFC Fight Night,2017-08-05,Niko Price,1.0,5.0,0.0,0.0,0,104,1231,33,10,13
"Mexico City, Distrito Federal, Mexico",Humberto Bandenay,Martin Bravo,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Kick,1.0,0:26,UFC Fight Night,2017-08-05,Humberto Bandenay,1.0,4.0,0.0,0.0,0,26,614,1480,2,9
"Mexico City, Distrito Federal, Mexico",Sam Alvey,Rashad Evans,0.0,0.0,40.0,17.0,0.0,2.0,0.0,0.0,Middleweight,S-DEC,3.0,5:00,UFC Fight Night,2017-08-05,Sam Alvey,0.0,23.0,-2.0,0.0,0,300,1430,1787,7,32
"Mexico City, Distrito Federal, Mexico",Alejandro Perez,Andre Soukhamthath,0.0,3.0,44.0,43.0,1.0,0.0,0.0,0.0,Bantamweight,S-DEC,3.0,5:00,UFC Fight Night,2017-08-05,Alejandro Perez,-3.0,1.0,1.0,0.0,0,300,33,120,0,32
"Mexico City, Distrito Federal, Mexico",Jack Hermansson,Brad Scott,0.0,0.0,38.0,0.0,1.0,0.0,0.0,1.0,Middleweight,KO/TKO Punch,1.0,3:50,UFC Fight Night,2017-08-05,Jack Hermansson,0.0,38.0,1.0,-1.0,0,230,654,252,7,13
"Mexico City, Distrito Federal, Mexico",Dustin Ortiz,Hector Sandoval,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,Flyweight,KO/TKO Punch,1.0,0:15,UFC Fight Night,2017-08-05,Dustin Ortiz,1.0,7.0,0.0,0.0,0,15,457,846,3,13
"Mexico City, Distrito Federal, Mexico",Rani Yahya,Henry Briones,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,Bantamweight,SUB Kimura,1.0,2:01,UFC Fight Night,2017-08-05,Rani Yahya,0.0,3.0,1.0,2.0,0,121,1327,849,0,48
"Mexico City, Distrito Federal, Mexico",Jose Quinonez,Diego Rivas,0.0,0.0,59.0,27.0,1.0,1.0,0.0,2.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2017-08-05,Jose Quinonez,0.0,32.0,0.0,-2.0,0,300,826,609,0,69
"Mexico City, Distrito Federal, Mexico",Joseph Morales,Robert Sanchez,1.0,0.0,12.0,2.0,0.0,1.0,1.0,0.0,Flyweight,SUB Rear Naked Choke,1.0,3:56,UFC Fight Night,2017-08-05,Joseph Morales,1.0,10.0,-1.0,1.0,0,236,832,1846,3,58
"Mexico City, Distrito Federal, Mexico",Jordan Rinaldi,Alvaro Herrera Mendoza,0.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,Lightweight,SUB Von Flue Choke,1.0,2:01,UFC Fight Night,2017-08-05,Jordan Rinaldi,0.0,4.0,0.0,0.0,0,121,818,100,6,68
"Anaheim, California, USA",Daniel Cormier,Jon Jones,0.0,1.0,58.0,95.0,0.0,0.0,0.0,0.0,Light Heavyweight,Overturned Kick,3.0,3:01,UFC 214,2017-07-29,Daniel Cormier,-1.0,-37.0,0.0,0.0,0,181,361,1124,5,26
"Anaheim, California, USA",Tyron Woodley,Demian Maia,1.0,0.0,57.0,28.0,0.0,0.0,0.0,0.0,Welterweight,U-DEC,5.0,5:00,UFC 214,2017-07-29,Tyron Woodley,1.0,29.0,0.0,0.0,0,300,1609,582,10,69
"Anaheim, California, USA",Cristiane Justino,Tonya Evinger,1.0,0.0,74.0,32.0,0.0,1.0,0.0,0.0,Women's Featherweight,KO/TKO Knees,3.0,1:56,UFC 214,2017-07-29,Cristiane Justino,1.0,42.0,-1.0,0.0,0,116,330,2154,12,12
"Anaheim, California, USA",Robbie Lawler,Donald Cerrone,0.0,0.0,77.0,82.0,0.0,1.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 214,2017-07-29,Robbie Lawler,0.0,-5.0,-1.0,0.0,0,300,1371,626,10,69
"Anaheim, California, USA",Volkan Oezdemir,Jimi Manuwa,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,1.0,0:42,UFC 214,2017-07-29,Volkan Oezdemir,0.0,10.0,0.0,0.0,0,42,1646,1040,5,14
"Anaheim, California, USA",Ricardo Lamas,Jason Knight,0.0,0.0,42.0,8.0,1.0,0.0,0.0,0.0,Featherweight,KO/TKO Punches,1.0,4:34,UFC 214,2017-07-29,Ricardo Lamas,0.0,34.0,1.0,0.0,0,274,1349,977,2,14
"Anaheim, California, USA",Aljamain Sterling,Renan Barao,0.0,0.0,71.0,19.0,1.0,2.0,0.0,0.0,Catch Weight,U-DEC,3.0,5:00,UFC 214,2017-07-29,Aljamain Sterling,0.0,52.0,-1.0,0.0,0,300,67,1799,1,69
"Anaheim, California, USA",Brian Ortega,Renato Moicano,0.0,0.0,65.0,109.0,0.0,2.0,1.0,0.0,Featherweight,SUB Guillotine Choke,3.0,2:59,UFC 214,2017-07-29,Brian Ortega,0.0,-44.0,-2.0,1.0,0,179,201,1800,2,43
"Anaheim, California, USA",Calvin Kattar,Andre Fili,0.0,0.0,75.0,73.0,2.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC 214,2017-07-29,Calvin Kattar,0.0,2.0,2.0,0.0,0,300,224,114,2,69
"Anaheim, California, USA",Aleksandra Albu,Kailin Curran,0.0,0.0,82.0,86.0,5.0,1.0,0.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC 214,2017-07-29,Aleksandra Albu,0.0,-4.0,4.0,0.0,0,300,36,1234,14,69
"Anaheim, California, USA",Jarred Brooks,Eric Shelton,0.0,0.0,27.0,31.0,5.0,1.0,1.0,1.0,Flyweight,S-DEC,3.0,5:00,UFC 214,2017-07-29,Jarred Brooks,0.0,-4.0,4.0,0.0,0,300,700,693,3,32
"Anaheim, California, USA",Drew Dober,Joshua Burkman,1.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,1.0,3:04,UFC 214,2017-07-29,Drew Dober,1.0,4.0,0.0,0.0,0,184,448,1184,6,13
"Uniondale, New York, USA",Chris Weidman,Kelvin Gastelum,0.0,1.0,36.0,26.0,7.0,0.0,2.0,0.0,Middleweight,SUB Arm Triangle,3.0,3:45,UFC Fight Night,2017-07-22,Chris Weidman,-1.0,10.0,7.0,2.0,0,225,287,1267,7,35
"Uniondale, New York, USA",Darren Elkins,Dennis Bermudez,0.0,0.0,70.0,69.0,3.0,1.0,2.0,0.0,Featherweight,S-DEC,3.0,5:00,UFC Fight Night,2017-07-22,Darren Elkins,0.0,1.0,2.0,2.0,0,300,383,587,2,32
"Uniondale, New York, USA",Patrick Cummins,Gian Villante,0.0,0.0,86.0,72.0,1.0,0.0,0.0,0.0,Light Heavyweight,S-DEC,3.0,5:00,UFC Fight Night,2017-07-22,Patrick Cummins,0.0,14.0,1.0,0.0,0,300,1265,793,5,32
"Uniondale, New York, USA",Jimmie Rivera,Thomas Almeida,2.0,0.0,70.0,72.0,2.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2017-07-22,Jimmie Rivera,2.0,-2.0,2.0,0.0,0,300,749,2109,0,69
"Uniondale, New York, USA",Elizeu Zaleski dos Santos,Lyman Good,0.0,0.0,83.0,75.0,1.0,1.0,0.0,0.0,Welterweight,S-DEC,3.0,5:00,UFC Fight Night,2017-07-22,Elizeu Zaleski dos Santos,0.0,8.0,0.0,0.0,0,300,484,1400,10,32
"Uniondale, New York, USA",Eryk Anders,Rafael Natal,1.0,0.0,23.0,14.0,1.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1.0,2:54,UFC Fight Night,2017-07-22,Eryk Anders,1.0,9.0,1.0,0.0,0,174,501,1768,7,13
"Uniondale, New York, USA",Alex Oliveira,Ryan LaFlare,1.0,0.0,8.0,5.0,0.0,0.0,1.0,0.0,Welterweight,KO/TKO Punch,2.0,1:50,UFC Fight Night,2017-07-22,Alex Oliveira,1.0,3.0,0.0,1.0,0,110,50,1917,10,13
"Uniondale, New York, USA",Chase Sherman,Damian Grabowski,0.0,0.0,111.0,68.0,0.0,0.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2017-07-22,Chase Sherman,0.0,43.0,0.0,0.0,0,300,260,486,4,69
"Uniondale, New York, USA",Jeremy Kennedy,Kyle Bochniak,0.0,0.0,41.0,23.0,8.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2017-07-22,Jeremy Kennedy,0.0,18.0,8.0,0.0,0,300,727,1316,2,69
"Uniondale, New York, USA",Marlon Vera,Brian Kelleher,0.0,0.0,5.0,8.0,0.0,1.0,2.0,0.0,Bantamweight,SUB Armbar,1.0,2:18,UFC Fight Night,2017-07-22,Marlon Vera,0.0,-3.0,-1.0,2.0,0,138,1074,280,0,36
"Uniondale, New York, USA",Junior Albini,Timothy Johnson,1.0,0.0,21.0,19.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,2:51,UFC Fight Night,2017-07-22,Junior Albini,1.0,2.0,0.0,0.0,0,171,861,2125,4,13
"Uniondale, New York, USA",Shane Burgos,Godofredo Pepey,3.0,0.0,102.0,51.0,1.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2017-07-22,Shane Burgos,3.0,51.0,1.0,0.0,0,300,1473,809,2,69
"Uniondale, New York, USA",Chris Wade,Frankie Perez,0.0,0.0,23.0,22.0,3.0,3.0,2.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2017-07-22,Chris Wade,0.0,1.0,0.0,2.0,0,300,286,753,6,69
"Glasgow, Scotland, United Kingdom",Santiago Ponzinibbio,Gunnar Nelson,1.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,1.0,1:22,UFC Fight Night,2017-07-16,Santiago Ponzinibbio,1.0,2.0,0.0,0.0,0,82,1436,823,10,14
"Glasgow, Scotland, United Kingdom",Cynthia Calvillo,Joanne Wood,0.0,0.0,54.0,63.0,2.0,0.0,2.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2017-07-16,Cynthia Calvillo,0.0,-9.0,2.0,2.0,0,300,337,1052,14,69
"Glasgow, Scotland, United Kingdom",Paul Felder,Stevie Ray,1.0,0.0,23.0,5.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Elbow,1.0,3:57,UFC Fight Night,2017-07-16,Paul Felder,1.0,18.0,0.0,0.0,0,237,1272,2056,6,4
"Glasgow, Scotland, United Kingdom",Jack Marshman,Ryan Janes,0.0,0.0,75.0,83.0,0.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2017-07-16,Jack Marshman,0.0,-8.0,0.0,0.0,0,300,656,1914,7,69
"Glasgow, Scotland, United Kingdom",Khalil Rountree Jr.,Paul Craig,1.0,0.0,15.0,17.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,4:56,UFC Fight Night,2017-07-16,Khalil Rountree Jr.,1.0,-2.0,0.0,0.0,0,296,929,1714,5,13
"Glasgow, Scotland, United Kingdom",Justin Willis,James Mulheron,0.0,0.0,52.0,36.0,3.0,0.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2017-07-16,Justin Willis,0.0,16.0,3.0,0.0,0,300,878,940,4,69
"Glasgow, Scotland, United Kingdom",Danny Roberts,Bobby Nash,1.0,0.0,24.0,25.0,0.0,2.0,0.0,0.0,Welterweight,KO/TKO Punch,2.0,3:59,UFC Fight Night,2017-07-16,Danny Roberts,1.0,-1.0,-2.0,0.0,0,239,379,237,10,13
"Glasgow, Scotland, United Kingdom",Alexandre Pantoja,Neil Seery,1.0,0.0,119.0,82.0,1.0,0.0,1.0,0.0,Flyweight,SUB Rear Naked Choke,3.0,2:31,UFC Fight Night,2017-07-16,Alexandre Pantoja,1.0,37.0,1.0,1.0,0,151,62,1643,3,58
"Glasgow, Scotland, United Kingdom",Galore Bofando,Charlie Ward,0.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,Welterweight,KO/TKO Slam,1.0,2:10,UFC Fight Night,2017-07-16,Galore Bofando,0.0,7.0,1.0,0.0,0,130,545,367,10,15
"Glasgow, Scotland, United Kingdom",Danny Henry,Daniel Teymur,1.0,0.0,93.0,69.0,1.0,0.0,2.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2017-07-16,Danny Henry,1.0,24.0,1.0,2.0,0,300,377,520,6,69
"Glasgow, Scotland, United Kingdom",Brett Johns,Albert Morales,0.0,0.0,56.0,28.0,3.0,0.0,1.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2017-07-16,Brett Johns,0.0,28.0,3.0,1.0,0,300,194,39,0,69
"Glasgow, Scotland, United Kingdom",Leslie Smith,Amanda Lemos,0.0,0.0,101.0,68.0,0.0,1.0,0.0,0.0,Women's Bantamweight,KO/TKO Elbows,2.0,2:53,UFC Fight Night,2017-07-16,Leslie Smith,0.0,33.0,-1.0,0.0,0,173,971,103,11,5
"Las Vegas, Nevada, USA",Robert Whittaker,Yoel Romero,0.0,0.0,74.0,48.0,0.0,4.0,0.0,0.0,Middleweight,U-DEC,5.0,5:00,UFC 213,2017-07-08,Robert Whittaker,0.0,26.0,-4.0,0.0,0,300,1377,2264,7,69
"Las Vegas, Nevada, USA",Alistair Overeem,Fabricio Werdum,0.0,1.0,21.0,49.0,0.0,1.0,0.0,0.0,Heavyweight,M-DEC,3.0,5:00,UFC 213,2017-07-08,Alistair Overeem,-1.0,-28.0,-1.0,0.0,0,300,66,719,4,19
"Las Vegas, Nevada, USA",Curtis Blaydes,Daniel Omielanczuk,0.0,0.0,72.0,51.0,0.0,0.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC 213,2017-07-08,Curtis Blaydes,0.0,21.0,0.0,0.0,0,300,335,512,4,69
"Las Vegas, Nevada, USA",Anthony Pettis,Jim Miller,0.0,0.0,80.0,48.0,1.0,1.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 213,2017-07-08,Anthony Pettis,0.0,32.0,0.0,0.0,0,300,109,1037,6,69
"Las Vegas, Nevada, USA",Rob Font,Douglas Silva de Andrade,0.0,0.0,70.0,28.0,2.0,2.0,3.0,0.0,Bantamweight,SUB Guillotine Choke,2.0,4:36,UFC 213,2017-07-08,Rob Font,0.0,42.0,0.0,3.0,0,276,1368,635,0,43
"Las Vegas, Nevada, USA",Aleksei Oleinik,Travis Browne,1.0,1.0,53.0,35.0,3.0,1.0,2.0,0.0,Heavyweight,SUB Rear Naked Choke,2.0,3:44,UFC 213,2017-07-08,Aleksei Oleinik,0.0,18.0,2.0,2.0,0,224,38,2159,4,58
"Las Vegas, Nevada, USA",Chad Laprise,Brian Camozzi,1.0,0.0,76.0,47.0,1.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,3.0,1:27,UFC 213,2017-07-08,Chad Laprise,1.0,29.0,1.0,0.0,0,87,244,272,10,13
"Las Vegas, Nevada, USA",Thiago Santos,Gerald Meerschaert,0.0,0.0,60.0,15.0,0.0,3.0,0.0,0.0,Middleweight,KO/TKO Punches,2.0,2:04,UFC 213,2017-07-08,Thiago Santos,0.0,45.0,-3.0,0.0,0,124,1557,788,7,14
"Las Vegas, Nevada, USA",Belal Muhammad,Jordan Mein,0.0,0.0,45.0,36.0,4.0,1.0,0.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC 213,2017-07-08,Belal Muhammad,0.0,9.0,3.0,-1.0,0,300,151,1139,10,69
"Las Vegas, Nevada, USA",Cody Stamann,Terrion Ware,0.0,0.0,94.0,60.0,8.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC 213,2017-07-08,Cody Stamann,0.0,34.0,8.0,0.0,0,300,316,2095,2,69
"Las Vegas, Nevada, USA",Trevin Giles,James Bochnovic,0.0,0.0,41.0,5.0,5.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,2.0,2:54,UFC 213,2017-07-08,Trevin Giles,0.0,36.0,5.0,0.0,0,174,1597,931,5,13
"Las Vegas, Nevada, USA",Justin Gaethje,Michael Johnson,0.0,0.0,104.0,91.0,0.0,1.0,0.0,0.0,Lightweight,KO/TKO Knees,2.0,4:48,The Ultimate Fighter,2017-07-07,Justin Gaethje,0.0,13.0,-1.0,0.0,0,288,869,1542,6,12
"Las Vegas, Nevada, USA",Jesse Taylor,Dhiego Lima,0.0,1.0,21.0,4.0,2.0,0.0,2.0,0.0,Welterweight,SUB Rear Naked Choke,2.0,0:43,The Ultimate Fighter,2017-07-07,Jesse Taylor,-1.0,17.0,2.0,2.0,0,43,736,603,10,58
"Las Vegas, Nevada, USA",Drakkar Klose,Marc Diakiese,0.0,0.0,39.0,34.0,3.0,2.0,0.0,0.0,Lightweight,S-DEC,3.0,5:00,The Ultimate Fighter,2017-07-07,Drakkar Klose,0.0,5.0,1.0,0.0,0,300,447,1427,6,32
"Las Vegas, Nevada, USA",Jared Cannonier,Nick Roehrick,0.0,0.0,84.0,28.0,1.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Elbows,3.0,2:08,The Ultimate Fighter,2017-07-07,Jared Cannonier,0.0,56.0,1.0,0.0,0,128,693,1659,5,5
"Las Vegas, Nevada, USA",Brad Tavares,Elias Theodorou,0.0,0.0,31.0,34.0,1.0,3.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,The Ultimate Fighter,2017-07-07,Brad Tavares,0.0,-3.0,-2.0,0.0,0,300,183,678,7,69
"Las Vegas, Nevada, USA",Jordan Johnson,Marcel Fortuna,0.0,0.0,42.0,53.0,2.0,0.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,The Ultimate Fighter,2017-07-07,Jordan Johnson,0.0,-11.0,2.0,0.0,0,300,815,1429,5,69
"Las Vegas, Nevada, USA",Angela Hill,Ashley Yoder,0.0,0.0,47.0,26.0,1.0,3.0,0.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,The Ultimate Fighter,2017-07-07,Angela Hill,0.0,21.0,-2.0,0.0,0,300,100,183,14,69
"Las Vegas, Nevada, USA",James Krause,Tom Gallicchio,0.0,0.0,106.0,53.0,0.0,1.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,The Ultimate Fighter,2017-07-07,James Krause,0.0,53.0,-1.0,0.0,0,300,680,2139,10,69
"Las Vegas, Nevada, USA",CB Dollaway,Ed Herman,0.0,0.0,54.0,24.0,6.0,1.0,1.0,3.0,Light Heavyweight,U-DEC,3.0,5:00,The Ultimate Fighter,2017-07-07,CB Dollaway,0.0,30.0,5.0,-2.0,0,300,216,655,5,69
"Las Vegas, Nevada, USA",Tecia Torres,Juliana Lima,0.0,0.0,15.0,6.0,0.0,1.0,1.0,0.0,Women's Strawweight,SUB Rear Naked Choke,2.0,0:53,The Ultimate Fighter,2017-07-07,Tecia Torres,0.0,9.0,-1.0,1.0,0,53,1544,1196,14,58
"Las Vegas, Nevada, USA",Gray Maynard,Teruto Ishihara,0.0,0.0,16.0,8.0,11.0,0.0,2.0,0.0,Featherweight,U-DEC,3.0,5:00,The Ultimate Fighter,2017-07-07,Gray Maynard,0.0,8.0,11.0,2.0,0,300,582,2098,2,69
"Oklahoma City, Oklahoma, USA",Kevin Lee,Michael Chiesa,0.0,0.0,22.0,4.0,1.0,0.0,1.0,0.0,Lightweight,SUB Rear Naked Choke,1.0,4:37,UFC Fight Night,2017-06-25,Kevin Lee,0.0,18.0,1.0,1.0,0,277,924,1541,6,58
"Oklahoma City, Oklahoma, USA",Tim Boetsch,Johny Hendricks,0.0,0.0,41.0,10.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,2.0,0:46,UFC Fight Night,2017-06-25,Tim Boetsch,0.0,31.0,0.0,0.0,0,46,1563,1121,7,14
"Oklahoma City, Oklahoma, USA",Felice Herrig,Justine Kish,0.0,0.0,47.0,40.0,2.0,0.0,1.0,0.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2017-06-25,Felice Herrig,0.0,7.0,2.0,1.0,0,300,514,1228,14,69
"Oklahoma City, Oklahoma, USA",Dominick Reyes,Joachim Christensen,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,1.0,0:29,UFC Fight Night,2017-06-25,Dominick Reyes,1.0,12.0,0.0,0.0,0,29,436,1049,5,14
"Oklahoma City, Oklahoma, USA",Tim Means,Alex Garcia,0.0,0.0,64.0,32.0,0.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2017-06-25,Tim Means,0.0,32.0,0.0,0.0,0,300,1569,59,10,69
"Oklahoma City, Oklahoma, USA",Dennis Siver,BJ Penn,0.0,1.0,103.0,57.0,0.0,0.0,0.0,0.0,Featherweight,M-DEC,3.0,5:00,UFC Fight Night,2017-06-25,Dennis Siver,-1.0,46.0,0.0,0.0,0,300,416,198,2,19
"Oklahoma City, Oklahoma, USA",Clay Guida,Erik Koch,0.0,0.0,38.0,13.0,2.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2017-06-25,Clay Guida,0.0,25.0,2.0,0.0,0,300,304,700,6,69
"Oklahoma City, Oklahoma, USA",Marvin Vettori,Vitor Miranda,0.0,0.0,69.0,51.0,3.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2017-06-25,Marvin Vettori,0.0,18.0,3.0,0.0,0,300,1079,2216,7,69
"Oklahoma City, Oklahoma, USA",Carla Esparza,Maryna Moroz,0.0,0.0,40.0,38.0,6.0,0.0,0.0,1.0,Women's Strawweight,U-DEC,3.0,5:00,UFC Fight Night,2017-06-25,Carla Esparza,0.0,2.0,6.0,-1.0,0,300,227,1487,14,69
"Oklahoma City, Oklahoma, USA",Darrell Horcher,Devin Powell,0.0,0.0,37.0,43.0,0.0,0.0,2.0,2.0,Lightweight,S-DEC,3.0,5:00,UFC Fight Night,2017-06-25,Darrell Horcher,0.0,-6.0,0.0,0.0,0,300,382,601,6,32
"Oklahoma City, Oklahoma, USA",Jared Gordon,Michel Quinones,0.0,0.0,67.0,16.0,4.0,0.0,0.0,0.0,Featherweight,KO/TKO Punches,2.0,4:24,UFC Fight Night,2017-06-25,Jared Gordon,0.0,51.0,4.0,0.0,0,264,695,1554,2,14
"Oklahoma City, Oklahoma, USA",Anthony Rocco Martin,Johnny Case,0.0,0.0,82.0,92.0,1.0,0.0,1.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2017-06-25,Anthony Rocco Martin,0.0,-10.0,1.0,1.0,0,300,110,1115,6,69
"Oklahoma City, Oklahoma, USA",Jeremy Kimball,Josh Stansbury,1.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,1.0,1:21,UFC Fight Night,2017-06-25,Jeremy Kimball,1.0,13.0,0.0,0.0,0,81,728,1182,5,14
"Kallang, Singapore",Holly Holm,Bethe Correia,1.0,0.0,25.0,15.0,0.0,0.0,0.0,0.0,Women's Bantamweight,KO/TKO Kick,3.0,1:09,UFC Fight Night,2017-06-17,Holly Holm,1.0,10.0,0.0,0.0,0,69,611,222,11,9
"Kallang, Singapore",Marcin Tybura,Andrei Arlovski,0.0,0.0,51.0,28.0,2.0,0.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2017-06-17,Marcin Tybura,0.0,23.0,2.0,0.0,0,300,1040,125,4,69
"Kallang, Singapore",Colby Covington,Dong Hyun Kim,0.0,0.0,47.0,19.0,8.0,2.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2017-06-17,Colby Covington,0.0,28.0,6.0,0.0,0,300,317,627,10,69
"Kallang, Singapore",Rafael Dos Anjos,Tarec Saffiedine,0.0,0.0,81.0,60.0,1.0,1.0,1.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2017-06-17,Rafael Dos Anjos,0.0,21.0,0.0,1.0,0,300,1314,2084,10,69
"Kallang, Singapore",Jon Tuck,Takanori Gomi,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,Lightweight,SUB Rear Naked Choke,1.0,1:12,UFC Fight Night,2017-06-17,Jon Tuck,0.0,7.0,0.0,1.0,0,72,804,2076,6,58
"Kallang, Singapore",Walt Harris,Cyril Asker,1.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Elbows,1.0,1:44,UFC Fight Night,2017-06-17,Walt Harris,1.0,19.0,0.0,0.0,0,104,1649,475,4,5
"Kallang, Singapore",Alex Caceres,Rolando Dy,1.0,0.0,51.0,20.0,0.0,1.0,1.0,0.0,Featherweight,KO/TKO,2.0,5:00,UFC Fight Night,2017-06-17,Alex Caceres,1.0,31.0,-1.0,1.0,0,300,42,1870,2,3
"Kallang, Singapore",Yuta Sasaki,Justin Scoggins,0.0,1.0,21.0,37.0,2.0,1.0,1.0,0.0,Flyweight,SUB Rear Naked Choke,2.0,3:19,UFC Fight Night,2017-06-17,Yuta Sasaki,-1.0,-16.0,1.0,1.0,0,199,1685,1224,3,58
"Kallang, Singapore",Li Jingliang,Frank Camacho,0.0,0.0,94.0,35.0,2.0,1.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2017-06-17,Li Jingliang,0.0,59.0,1.0,0.0,0,300,973,747,10,69
"Kallang, Singapore",Russell Doane,Kwan Ho Kwak,1.0,0.0,17.0,10.0,0.0,1.0,0.0,0.0,Bantamweight,KO/TKO Punches,1.0,4:09,UFC Fight Night,2017-06-17,Russell Doane,1.0,7.0,-1.0,0.0,0,249,1413,1315,0,14
"Kallang, Singapore",Naoki Inoue,Carls John De Tomas,0.0,0.0,62.0,30.0,0.0,2.0,5.0,0.0,Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2017-06-17,Naoki Inoue,0.0,32.0,-2.0,5.0,0,300,1197,338,3,69
"Kallang, Singapore",Lucie Pudilova,Ji Yeon Kim,0.0,0.0,53.0,60.0,0.0,0.0,2.0,0.0,Women's Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2017-06-17,Lucie Pudilova,0.0,-7.0,0.0,2.0,0,300,992,1034,11,69
"Auckland, New Zealand",Mark Hunt,Derrick Lewis,0.0,0.0,59.0,51.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,4.0,3:51,UFC Fight Night,2017-06-10,Mark Hunt,0.0,8.0,0.0,0.0,0,231,1066,597,4,14
"Auckland, New Zealand",Derek Brunson,Daniel Kelly,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punch,1.0,1:16,UFC Fight Night,2017-06-10,Derek Brunson,1.0,7.0,0.0,0.0,0,76,417,510,7,13
"Auckland, New Zealand",Dan Hooker,Ross Pearson,1.0,0.0,69.0,38.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Knee,2.0,3:02,UFC Fight Night,2017-06-10,Dan Hooker,1.0,31.0,0.0,0.0,0,182,357,1897,6,11
