Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner,Fighter 1_code,Fighter 2_code,Weight_Class_code,Method_code,Winner_code
"London, England, United Kingdom",Ilir Latifi,Cyrille Diabate,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Light Heavyweight,SUB Guillotine Choke,1.0,3:02,UFC Fight Night,2014-03-08 00:00:00.000,Ilir Latifi,635,476,5,43,634
"London, England, United Kingdom",Luke Barnatt,Mats Nilsson,0.0,0.0,45.0,25.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Kick,1.0,4:24,UFC Fight Night,2014-03-08 00:00:00.000,Luke Barnatt,1001,1495,7,9,999
"London, England, United Kingdom",Claudio Silva,Brad Scott,0.0,0.0,36.0,41.0,3.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2014-03-08 00:00:00.000,Claudio Silva,302,252,7,69,301
"London, England, United Kingdom",Igor Araujo,Danny Mitchell,0.0,0.0,12.0,18.0,0.0,0.0,1.0,5.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2014-03-08 00:00:00.000,Igor Araujo,627,532,10,69,626
"London, England, United Kingdom",Phil Harris,Louis Gaudinot,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,Flyweight,Overturned,1.0,1:13,UFC Fight Night,2014-03-08 00:00:00.000,Phil Harris,1294,1370,3,21,1290
"Macau, China",Dong Hyun Kim,John Hathaway,2.0,0.0,27.0,27.0,1.0,1.0,0.0,0.0,Welterweight,KO/TKO Spinning Back Elbow,3.0,1:02,UFC Fight Night,2014-03-01 00:00:00.000,Dong Hyun Kim,442,1099,10,16,441
"Macau, China",Zhang Lipeng,Sai Wang,0.0,0.0,10.0,31.0,4.0,0.0,2.0,0.0,Welterweight,S-DEC,3.0,5:00,UFC Fight Night,2014-03-01 00:00:00.000,Zhang Lipeng,1697,1930,10,32,1692
"Macau, China",Matt Mitrione,Shawn Jordan,1.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punch,1.0,4:59,UFC Fight Night,2014-03-01 00:00:00.000,Matt Mitrione,1097,2008,4,13,1095
"Macau, China",Hatsu Hioki,Ivan Menjivar,0.0,1.0,29.0,27.0,4.0,0.0,2.0,1.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2014-03-01 00:00:00.000,Hatsu Hioki,600,898,2,69,599
"Macau, China",Yui Chul Nam,Kazuki Tokudome,3.0,0.0,77.0,31.0,1.0,3.0,0.0,0.0,Lightweight,S-DEC,3.0,5:00,UFC Fight Night,2014-03-01 00:00:00.000,Yui Chul Nam,1684,1255,6,32,1679
"Macau, China",Vaughan Lee,Nam Phan,0.0,0.0,142.0,24.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2014-03-01 00:00:00.000,Vaughan Lee,1626,1623,0,69,1621
"Macau, China",Anying Wang,Albert Cheng,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO,1.0,5:00,UFC Fight Night,2014-03-01 00:00:00.000,Anying Wang,121,37,10,3,120
"Macau, China",Mark Eddiva,Jumabieke Tuerxun,0.0,0.0,49.0,12.0,4.0,1.0,0.0,2.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2014-03-01 00:00:00.000,Mark Eddiva,1062,1203,2,69,1060
"Las Vegas, Nevada, USA",Ronda Rousey,Sara McMann,1.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,Women's Bantamweight,KO/TKO Knee,1.0,1:06,UFC 170,2014-02-22 00:00:00.000,Ronda Rousey,1397,1948,11,11,1393
"Las Vegas, Nevada, USA",Daniel Cormier,Patrick Cummins,1.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,1:19,UFC 170,2014-02-22 00:00:00.000,Daniel Cormier,361,1708,5,13,360
"Las Vegas, Nevada, USA",Rory MacDonald,Demian Maia,0.0,0.0,75.0,51.0,0.0,2.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 170,2014-02-22 00:00:00.000,Rory MacDonald,1403,582,10,69,1399
"Las Vegas, Nevada, USA",Mike Pyle,TJ Waldburger,0.0,0.0,56.0,38.0,4.0,0.0,1.0,1.0,Welterweight,KO/TKO Elbows,3.0,4:03,UFC 170,2014-02-22 00:00:00.000,Mike Pyle,1157,2068,10,5,1155
"Las Vegas, Nevada, USA",Stephen Thompson,Robert Whittaker,1.0,0.0,38.0,19.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,1.0,3:43,UFC 170,2014-02-22 00:00:00.000,Stephen Thompson,1507,1848,10,14,1502
"Las Vegas, Nevada, USA",Alexis Davis,Jessica Eye,0.0,0.0,53.0,47.0,2.0,0.0,0.0,0.0,Women's Bantamweight,S-DEC,3.0,5:00,UFC 170,2014-02-22 00:00:00.000,Alexis Davis,63,1027,11,32,63
"Las Vegas, Nevada, USA",Raphael Assuncao,Pedro Munhoz,0.0,0.0,100.0,33.0,3.0,0.0,0.0,1.0,Bantamweight,U-DEC,3.0,5:00,UFC 170,2014-02-22 00:00:00.000,Raphael Assuncao,1330,1731,0,69,1326
"Las Vegas, Nevada, USA",Aljamain Sterling,Cody Gibson,0.0,0.0,46.0,18.0,3.0,4.0,3.0,1.0,Bantamweight,U-DEC,3.0,5:00,UFC 170,2014-02-22 00:00:00.000,Aljamain Sterling,67,438,0,69,67
"Las Vegas, Nevada, USA",Zach Makovsky,Josh Sampo,0.0,0.0,34.0,19.0,5.0,0.0,0.0,0.0,Flyweight,U-DEC,3.0,5:00,UFC 170,2014-02-22 00:00:00.000,Zach Makovsky,1692,1179,3,69,1687
"Las Vegas, Nevada, USA",Erik Koch,Rafaello Oliveira,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,1.0,1:24,UFC 170,2014-02-22 00:00:00.000,Erik Koch,497,1769,6,14,496
"Las Vegas, Nevada, USA",Ernest Chavez,Yosdenis Cedeno,0.0,0.0,28.0,26.0,2.0,0.0,0.0,0.0,Lightweight,S-DEC,3.0,5:00,UFC 170,2014-02-22 00:00:00.000,Ernest Chavez,500,2269,6,32,499
"Jaragua do Sul, Santa Catarina, Brazil",Lyoto Machida,Gegard Mousasi,0.0,0.0,28.0,36.0,1.0,0.0,0.0,0.0,Middleweight,U-DEC,5.0,5:00,UFC Fight Night,2014-02-15 00:00:00.000,Lyoto Machida,1008,779,7,69,1006
"Jaragua do Sul, Santa Catarina, Brazil",Jacare Souza,Francis Carmont,0.0,0.0,16.0,19.0,2.0,0.0,3.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2014-02-15 00:00:00.000,Jacare Souza,653,739,7,69,652
"Jaragua do Sul, Santa Catarina, Brazil",Erick Silva,Takenori Sato,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punches,1.0,0:52,UFC Fight Night,2014-02-15 00:00:00.000,Erick Silva,496,2078,10,14,495
"Jaragua do Sul, Santa Catarina, Brazil",Nicholas Musoke,Viscardi Andrade,0.0,1.0,45.0,24.0,2.0,1.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC Fight Night,2014-02-15 00:00:00.000,Nicholas Musoke,1216,2214,10,69,1214
"Jaragua do Sul, Santa Catarina, Brazil",Charles Oliveira,Andy Ogle,0.0,0.0,23.0,21.0,3.0,1.0,2.0,0.0,Featherweight,SUB Triangle Choke,3.0,2:40,UFC Fight Night,2014-02-15 00:00:00.000,Charles Oliveira,253,132,2,66,252
"Jaragua do Sul, Santa Catarina, Brazil",Joe Proctor,Cristiano Marcello,0.0,0.0,67.0,26.0,0.0,1.0,1.0,1.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2014-02-15 00:00:00.000,Joe Proctor,768,466,6,69,767
"Jaragua do Sul, Santa Catarina, Brazil",Rodrigo Damm,Ivan Jorge,0.0,0.0,68.0,63.0,1.0,0.0,1.0,1.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2014-02-15 00:00:00.000,Rodrigo Damm,1381,897,6,69,1377
"Jaragua do Sul, Santa Catarina, Brazil",Francisco Trinaldo,Jesse Ronson,0.0,0.0,55.0,53.0,1.0,0.0,0.0,0.0,Lightweight,S-DEC,3.0,5:00,UFC Fight Night,2014-02-15 00:00:00.000,Francisco Trinaldo,530,1021,6,32,529
"Jaragua do Sul, Santa Catarina, Brazil",Iuri Alcantara,Wilson Reis,1.0,0.0,42.0,23.0,2.0,3.0,0.0,0.0,Bantamweight,S-DEC,3.0,5:00,UFC Fight Night,2014-02-15 00:00:00.000,Iuri Alcantara,648,2248,0,32,647
"Jaragua do Sul, Santa Catarina, Brazil",Felipe Arantes,Maximo Blanco,1.0,0.0,39.0,44.0,1.0,3.0,1.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2014-02-15 00:00:00.000,Felipe Arantes,516,1526,2,69,515
"Jaragua do Sul, Santa Catarina, Brazil",Ildemar Alcantara,Albert Tumenov,0.0,0.0,50.0,32.0,4.0,1.0,0.0,0.0,Welterweight,S-DEC,3.0,5:00,UFC Fight Night,2014-02-15 00:00:00.000,Ildemar Alcantara,633,40,10,32,632
"Jaragua do Sul, Santa Catarina, Brazil",Zubaira Tukhugov,Douglas Silva de Andrade,0.0,0.0,35.0,27.0,3.0,0.0,0.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC Fight Night,2014-02-15 00:00:00.000,Zubaira Tukhugov,1700,635,2,69,1695
"Newark, New Jersey, USA",Renan Barao,Urijah Faber,1.0,0.0,17.0,8.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punch,1.0,3:42,UFC 169,2014-02-01 00:00:00.000,Renan Barao,1341,2182,0,13,1337
"Newark, New Jersey, USA",Jose Aldo,Ricardo Lamas,0.0,0.0,62.0,41.0,2.0,1.0,2.0,0.0,Featherweight,U-DEC,5.0,5:00,UFC 169,2014-02-01 00:00:00.000,Jose Aldo,825,1813,2,69,824
"Newark, New Jersey, USA",Alistair Overeem,Frank Mir,1.0,0.0,62.0,3.0,0.0,1.0,0.0,1.0,Heavyweight,U-DEC,3.0,5:00,UFC 169,2014-02-01 00:00:00.000,Alistair Overeem,66,750,4,69,66
"Newark, New Jersey, USA",Ali Bagautinov,John Lineker,0.0,0.0,49.0,27.0,6.0,0.0,1.0,2.0,Flyweight,U-DEC,3.0,5:00,UFC 169,2014-02-01 00:00:00.000,Ali Bagautinov,64,1103,3,69,64
"Newark, New Jersey, USA",Abel Trujillo,Jamie Varner,1.0,0.0,18.0,36.0,0.0,0.0,0.0,1.0,Lightweight,KO/TKO Punch,2.0,2:32,UFC 169,2014-02-01 00:00:00.000,Abel Trujillo,7,951,6,13,7
"Newark, New Jersey, USA",Alan Patrick,John Makdessi,0.0,0.0,40.0,61.0,2.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC 169,2014-02-01 00:00:00.000,Alan Patrick,27,1106,6,69,27
"Newark, New Jersey, USA",Chris Cariaso,Danny Martinez,0.0,0.0,73.0,33.0,0.0,5.0,0.0,0.0,Flyweight,U-DEC,3.0,5:00,UFC 169,2014-02-01 00:00:00.000,Chris Cariaso,271,531,3,69,270
"Newark, New Jersey, USA",Nick Catone,Tom Watson,0.0,0.0,31.0,50.0,5.0,0.0,0.0,0.0,Middleweight,S-DEC,3.0,5:00,UFC 169,2014-02-01 00:00:00.000,Nick Catone,1217,2142,7,32,1215
"Newark, New Jersey, USA",Al Iaquinta,Kevin Lee,1.0,0.0,49.0,39.0,0.0,1.0,1.0,2.0,Lightweight,U-DEC,3.0,5:00,UFC 169,2014-02-01 00:00:00.000,Al Iaquinta,23,1287,6,69,23
"Newark, New Jersey, USA",Clint Hester,Andy Enz,1.0,0.0,72.0,69.0,2.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC 169,2014-02-01 00:00:00.000,Clint Hester,308,131,7,69,307
"Newark, New Jersey, USA",Rashid Magomedov,Anthony Rocco Martin,0.0,0.0,46.0,18.0,0.0,1.0,1.0,1.0,Lightweight,U-DEC,3.0,5:00,UFC 169,2014-02-01 00:00:00.000,Rashid Magomedov,1335,152,6,69,1331
"Newark, New Jersey, USA",Neil Magny,Gasan Umalatov,0.0,0.0,71.0,34.0,1.0,2.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 169,2014-02-01 00:00:00.000,Neil Magny,1213,776,10,69,1211
"Chicago, Illinois, USA",Benson Henderson,Josh Thomson,0.0,0.0,46.0,19.0,4.0,4.0,1.0,0.0,Lightweight,S-DEC,5.0,5:00,UFC on FOX,2014-01-25 00:00:00.000,Benson Henderson,162,1183,6,32,161
"Chicago, Illinois, USA",Stipe Miocic,Gabriel Gonzaga,0.0,0.0,63.0,29.0,1.0,1.0,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,UFC on FOX,2014-01-25 00:00:00.000,Stipe Miocic,1519,762,4,69,1514
"Chicago, Illinois, USA",Donald Cerrone,Adriano Martins,1.0,0.0,16.0,13.0,1.0,0.0,0.0,0.0,Lightweight,KO/TKO Kick,1.0,4:40,UFC on FOX,2014-01-25 00:00:00.000,Donald Cerrone,441,22,6,9,440
"Chicago, Illinois, USA",Jeremy Stephens,Darren Elkins,0.0,0.0,40.0,21.0,1.0,0.0,0.0,4.0,Featherweight,U-DEC,3.0,5:00,UFC on FOX,2014-01-25 00:00:00.000,Jeremy Stephens,730,542,2,69,729
"Chicago, Illinois, USA",Alex Caceres,Sergio Pettis,1.0,0.0,53.0,49.0,1.0,1.0,1.0,0.0,Bantamweight,SUB Rear Naked Choke,3.0,4:39,UFC on FOX,2014-01-25 00:00:00.000,Alex Caceres,42,1986,0,58,42
"Chicago, Illinois, USA",Eddie Wineland,Yves Jabouin,1.0,0.0,54.0,33.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO Punches,2.0,4:16,UFC on FOX,2014-01-25 00:00:00.000,Eddie Wineland,469,2284,0,14,468
"Chicago, Illinois, USA",Chico Camus,Yaotzin Meza,0.0,0.0,12.0,12.0,2.0,1.0,1.0,0.0,Bantamweight,Overturned,3.0,5:00,UFC on FOX,2014-01-25 00:00:00.000,Chico Camus,266,2260,0,21,265
"Chicago, Illinois, USA",Hugo Viana,Ramiro Hernandez,1.0,0.0,79.0,40.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC on FOX,2014-01-25 00:00:00.000,Hugo Viana,614,1773,0,69,613
"Chicago, Illinois, USA",Daron Cruickshank,Mike Rio,2.0,0.0,46.0,10.0,1.0,0.0,1.0,1.0,Lightweight,KO/TKO Kick,2.0,4:56,UFC on FOX,2014-01-25 00:00:00.000,Daron Cruickshank,381,1581,6,9,380
"Chicago, Illinois, USA",George Sullivan,Mike Rhodes,0.0,0.0,61.0,51.0,2.0,2.0,0.0,1.0,Welterweight,U-DEC,3.0,5:00,UFC on FOX,2014-01-25 00:00:00.000,George Sullivan,560,1579,10,69,559
"Chicago, Illinois, USA",Nikita Krylov,Walt Harris,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Kick,1.0,0:25,UFC on FOX,2014-01-25 00:00:00.000,Nikita Krylov,1230,2228,4,9,1227
"Duluth, Georgia, USA",Luke Rockhold,Constantinos Philippou,1.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Kick,1.0,2:31,UFC Fight Night,2014-01-15 00:00:00.000,Luke Rockhold,1004,453,7,9,1002
"Duluth, Georgia, USA",Brad Tavares,Lorenz Larkin,0.0,0.0,45.0,39.0,2.0,0.0,0.0,0.0,Middleweight,U-DEC,3.0,5:00,UFC Fight Night,2014-01-15 00:00:00.000,Brad Tavares,183,1368,7,69,182
"Duluth, Georgia, USA",TJ Dillashaw,Mike Easton,0.0,0.0,117.0,46.0,2.0,0.0,0.0,0.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2014-01-15 00:00:00.000,TJ Dillashaw,1524,1567,0,69,1519
"Duluth, Georgia, USA",Yoel Romero,Derek Brunson,0.0,0.0,60.0,38.0,0.0,3.0,0.0,0.0,Middleweight,KO/TKO Elbows,3.0,3:23,UFC Fight Night,2014-01-15 00:00:00.000,Yoel Romero,1676,593,7,5,1671
"Duluth, Georgia, USA",John Moraga,Dustin Ortiz,0.0,0.0,43.0,35.0,0.0,2.0,1.0,0.0,Flyweight,S-DEC,3.0,5:00,UFC Fight Night,2014-01-15 00:00:00.000,John Moraga,790,648,3,32,789
"Duluth, Georgia, USA",Cole Miller,Sam Sicilia,1.0,0.0,38.0,14.0,0.0,0.0,1.0,0.0,Featherweight,SUB Rear Naked Choke,2.0,1:54,UFC Fight Night,2014-01-15 00:00:00.000,Cole Miller,318,1942,2,58,317
"Duluth, Georgia, USA",Ramsey Nijem,Justin Edwards,0.0,0.0,46.0,25.0,5.0,0.0,1.0,1.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2014-01-15 00:00:00.000,Ramsey Nijem,1323,1212,6,69,1319
"Duluth, Georgia, USA",Elias Silverio,Isaac Vallie-Flagg,1.0,0.0,81.0,21.0,4.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2014-01-15 00:00:00.000,Elias Silverio,479,888,6,69,478
"Duluth, Georgia, USA",Trevor Smith,Brian Houston,0.0,0.0,57.0,30.0,1.0,1.0,1.0,0.0,Middleweight,S-DEC,3.0,5:00,UFC Fight Night,2014-01-15 00:00:00.000,Trevor Smith,1603,278,7,32,1598
"Duluth, Georgia, USA",Louis Smolka,Alptekin Ozkilic,0.0,0.0,92.0,60.0,0.0,9.0,1.0,0.0,Flyweight,U-DEC,3.0,5:00,UFC Fight Night,2014-01-15 00:00:00.000,Louis Smolka,985,99,3,69,983
"Duluth, Georgia, USA",Vinc Pichel,Garett Whiteley,0.0,0.0,44.0,44.0,8.0,0.0,1.0,2.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2014-01-15 00:00:00.000,Vinc Pichel,1637,772,6,69,1632
"Duluth, Georgia, USA",Beneil Dariush,Charlie Brenneman,1.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,Lightweight,SUB Rear Naked Choke,1.0,1:45,UFC Fight Night,2014-01-15 00:00:00.000,Beneil Dariush,158,364,6,58,157
"Singapore, Singapore",Tarec Saffiedine,Hyun Gyu Lim,3.0,0.0,120.0,122.0,1.0,0.0,1.0,1.0,Welterweight,U-DEC,5.0,5:00,UFC Fight Night,2014-01-04 00:00:00.000,Tarec Saffiedine,1541,866,10,69,1536
"Singapore, Singapore",Tatsuya Kawajiri,Sean Soriano,0.0,0.0,32.0,19.0,3.0,0.0,1.0,0.0,Featherweight,SUB Rear Naked Choke,2.0,0:50,UFC Fight Night,2014-01-04 00:00:00.000,Tatsuya Kawajiri,1544,1974,2,58,1539
"Singapore, Singapore",Kiichi Kunimoto,Luiz Dutra,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,Welterweight,DQ,1.0,2:57,UFC Fight Night,2014-01-04 00:00:00.000,Kiichi Kunimoto,934,1390,10,1,932
"Singapore, Singapore",Kyung Ho Kang,Shunichi Shimizu,0.0,0.0,65.0,2.0,2.0,0.0,4.0,0.0,Bantamweight,SUB Arm Triangle,3.0,3:53,UFC Fight Night,2014-01-04 00:00:00.000,Kyung Ho Kang,953,2017,0,35,951
"Singapore, Singapore",Max Holloway,Will Chope,2.0,0.0,74.0,33.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Punch,2.0,2:27,UFC Fight Night,2014-01-04 00:00:00.000,Max Holloway,1110,2242,2,13,1108
"Singapore, Singapore",Katsunori Kikuno,Quinn Mulhern,0.0,0.0,23.0,16.0,3.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2014-01-04 00:00:00.000,Katsunori Kikuno,900,1760,6,69,898
"Singapore, Singapore",Royston Wee,Dave Galera,0.0,0.0,8.0,25.0,6.0,0.0,0.0,2.0,Bantamweight,U-DEC,3.0,5:00,UFC Fight Night,2014-01-04 00:00:00.000,Royston Wee,1412,551,0,69,1408
"Singapore, Singapore",Mairbek Taisumov,Tae Hyun Bang,0.0,0.0,33.0,26.0,5.0,0.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC Fight Night,2014-01-04 00:00:00.000,Mairbek Taisumov,1019,2070,6,69,1017
"Singapore, Singapore",Dustin Kimura,Jon Delos Reyes,0.0,1.0,1.0,9.0,0.0,1.0,1.0,0.0,Bantamweight,SUB Armbar,1.0,2:13,UFC Fight Night,2014-01-04 00:00:00.000,Dustin Kimura,456,1122,0,36,455
"Singapore, Singapore",Russell Doane,Leandro Issa,0.0,0.0,43.0,17.0,0.0,2.0,1.0,1.0,Bantamweight,SUB Triangle Choke,2.0,4:59,UFC Fight Night,2014-01-04 00:00:00.000,Russell Doane,1414,1341,0,66,1410
"Las Vegas, Nevada, USA",Chris Weidman,Anderson Silva,1.0,0.0,20.0,8.0,1.0,0.0,1.0,0.0,Middleweight,KO/TKO,2.0,1:16,UFC 168,2013-12-28 00:00:00.000,Chris Weidman,287,111,7,3,286
"Las Vegas, Nevada, USA",Ronda Rousey,Miesha Tate,0.0,0.0,40.0,24.0,6.0,1.0,3.0,0.0,Women's Bantamweight,SUB Armbar,3.0,0:58,UFC 168,2013-12-28 00:00:00.000,Ronda Rousey,1397,1560,11,36,1393
"Las Vegas, Nevada, USA",Travis Browne,Josh Barnett,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO Elbows,1.0,1:00,UFC 168,2013-12-28 00:00:00.000,Travis Browne,1595,1162,4,5,1590
"Las Vegas, Nevada, USA",Jim Miller,Fabricio Camoes,0.0,0.0,6.0,11.0,1.0,0.0,1.0,0.0,Lightweight,SUB Armbar,1.0,3:42,UFC 168,2013-12-28 00:00:00.000,Jim Miller,748,718,6,36,747
"Las Vegas, Nevada, USA",Dustin Poirier,Diego Brandao,1.0,0.0,44.0,16.0,0.0,1.0,0.0,0.0,Featherweight,KO/TKO Punches,1.0,4:54,UFC 168,2013-12-28 00:00:00.000,Dustin Poirier,459,605,2,14,458
"Las Vegas, Nevada, USA",Uriah Hall,Chris Leben,1.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO,1.0,5:00,UFC 168,2013-12-28 00:00:00.000,Uriah Hall,1617,397,7,3,1612
"Las Vegas, Nevada, USA",Michael Johnson,Gleison Tibau,1.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,2.0,1:32,UFC 168,2013-12-28 00:00:00.000,Michael Johnson,1126,806,6,13,1124
"Las Vegas, Nevada, USA",Dennis Siver,Manvel Gamburyan,0.0,0.0,54.0,14.0,2.0,3.0,0.0,0.0,Featherweight,Overturned,3.0,5:00,UFC 168,2013-12-28 00:00:00.000,Dennis Siver,416,1425,2,21,415
"Las Vegas, Nevada, USA",John Howard,Siyar Bahadurzada,0.0,0.0,47.0,44.0,3.0,1.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 168,2013-12-28 00:00:00.000,John Howard,785,2022,10,69,784
"Las Vegas, Nevada, USA",William Macario,Bobby Voelker,0.0,0.0,133.0,61.0,3.0,0.0,0.0,0.0,Welterweight,U-DEC,3.0,5:00,UFC 168,2013-12-28 00:00:00.000,William Macario,1662,239,10,69,1657
"Las Vegas, Nevada, USA",Robert Peralta,Estevan Payan,1.0,0.0,34.0,32.0,2.0,1.0,0.0,0.0,Featherweight,KO/TKO Punches,3.0,0:12,UFC 168,2013-12-28 00:00:00.000,Robert Peralta,1375,707,2,14,1371
"Sacramento, California, USA",Demetrious Johnson,Joseph Benavidez,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,Flyweight,KO/TKO Punch,1.0,2:08,UFC on FOX,2013-12-14 00:00:00.000,Demetrious Johnson,409,1157,3,13,408
"Sacramento, California, USA",Urijah Faber,Michael McDonald,1.0,0.0,29.0,9.0,1.0,0.0,1.0,0.0,Bantamweight,SUB Guillotine Choke,2.0,3:22,UFC on FOX,2013-12-14 00:00:00.000,Urijah Faber,1618,1545,0,43,1613
"Sacramento, California, USA",Chad Mendes,Nik Lentz,0.0,0.0,35.0,40.0,7.0,0.0,1.0,0.0,Featherweight,U-DEC,3.0,5:00,UFC on FOX,2013-12-14 00:00:00.000,Chad Mendes,245,1665,2,69,244
"Sacramento, California, USA",Joe Lauzon,Mac Danzig,0.0,0.0,43.0,52.0,3.0,0.0,2.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC on FOX,2013-12-14 00:00:00.000,Joe Lauzon,766,1402,6,69,765
"Sacramento, California, USA",Ryan LaFlare,Court McGee,0.0,0.0,68.0,54.0,4.0,4.0,1.0,2.0,Welterweight,U-DEC,3.0,5:00,UFC on FOX,2013-12-14 00:00:00.000,Ryan LaFlare,1422,461,10,69,1418
"Sacramento, California, USA",Edson Barboza,Danny Castillo,1.0,0.0,43.0,55.0,0.0,1.0,1.0,1.0,Lightweight,M-DEC,3.0,5:00,UFC on FOX,2013-12-14 00:00:00.000,Edson Barboza,474,527,6,19,473
"Sacramento, California, USA",Bobby Green,Pat Healy,0.0,0.0,80.0,59.0,3.0,2.0,0.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC on FOX,2013-12-14 00:00:00.000,Bobby Green,173,1703,6,69,172
"Sacramento, California, USA",Zach Makovsky,Scott Jorgensen,0.0,0.0,26.0,31.0,6.0,1.0,1.0,1.0,Flyweight,U-DEC,3.0,5:00,UFC on FOX,2013-12-14 00:00:00.000,Zach Makovsky,1692,1960,3,69,1687
"Sacramento, California, USA",Sam Stout,Cody McKenzie,0.0,0.0,54.0,31.0,1.0,1.0,1.0,0.0,Lightweight,U-DEC,3.0,5:00,UFC on FOX,2013-12-14 00:00:00.000,Sam Stout,1435,439,6,69,1431
"Sacramento, California, USA",Abel Trujillo,Roger Bowling,0.0,0.0,43.0,9.0,5.0,0.0,0.0,0.0,Lightweight,KO/TKO Punches,2.0,1:35,UFC on FOX,2013-12-14 00:00:00.000,Abel Trujillo,7,1858,6,14,7
"Sacramento, California, USA",Alptekin Ozkilic,Darren Uyenoyama,0.0,0.0,27.0,33.0,3.0,2.0,0.0,0.0,Flyweight,S-DEC,3.0,5:00,UFC on FOX,2013-12-14 00:00:00.000,Alptekin Ozkilic,71,545,3,32,71
"Brisbane, Queensland, Australia",Mark Hunt,Antonio Silva,1.0,1.0,103.0,97.0,2.0,0.0,0.0,0.0,Heavyweight,M-DEC,5.0,5:00,UFC Fight Night,2013-12-06 00:00:00.000,Mark Hunt,1067,169,4,19,1065
"Brisbane, Queensland, Australia",Mauricio Rua,James Te Huna,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punch,1.0,1:03,UFC Fight Night,2013-12-06 00:00:00.000,Mauricio Rua,1108,941,5,13,1106
"Brisbane, Queensland, Australia",Ryan Bader,Anthony Perosh,0.0,0.0,70.0,9.0,3.0,0.0,0.0,0.0,Light Heavyweight,U-DEC,3.0,5:00,UFC Fight Night,2013-12-06 00:00:00.000,Ryan Bader,1416,150,5,69,1412
"Brisbane, Queensland, Australia",Soa Palelei,Pat Barry,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,Heavyweight,KO/TKO Punches,1.0,2:09,UFC Fight Night,2013-12-06 00:00:00.000,Soa Palelei,1497,1702,4,14,1492
