Fighter,Date,Opp,Weight_Class,Total_KD,Total_STR,Total_TD,Total_SUB,Opp_KD,Opp_STR,Opp_TD,Opp_SUB,Round,Time,Target,Avg_Round_Time,Avg_Round,Opp_Avg_Round_Time,Opp_Avg_Round,Fighter_code,Opp_code,Weight_Class_code
Alan Jouban,2016-12-17,Mike Perry,Welterweight,6,302,1,0,4,121,0,0,3.0,300.0,1,298.14285714285717,2.4285714285714284,0.0,0.0,35,1648,10
Alan Jouban,2017-03-18,Gunnar Nelson,Welterweight,7,371,3,0,1,170,9,6,2.0,46.0,0,298.375,2.5,0.0,0.0,35,853,10
Alan Jouban,2017-08-05,Niko Price,Welterweight,7,388,3,0,1,29,1,2,1.0,104.0,0,275.44444444444446,2.6666666666666665,86.0,2.0,35,1749,10
Alan Jouban,2018-02-24,Ben Saunders,Welterweight,7,393,3,0,2,372,2,9,2.0,158.0,1,268.7,2.6,0.0,0.0,35,221,10
Alan Jouban,2019-04-13,Dwight Grant,Welterweight,9,471,3,0,1,45,1,0,3.0,300.0,0,258.6363636363636,2.5454545454545454,0.0,0.0,35,675,10
Alan Jouban,2020-11-21,Jared Gooden,Welterweight,9,495,4,0,0,0,0,0,3.0,300.0,1,287.0833333333333,2.8333333333333335,600.0,6.0,35,994,10
Alan Omer,2014-04-11,Jim Alers,Featherweight,0,0,0,0,0,0,0,0,3.0,300.0,0,0.0,0.0,0.0,0.0,36,1078,2
Alan Omer,2015-06-20,Arnold Allen,Featherweight,0,58,1,0,0,0,0,0,3.0,101.0,0,600.0,6.0,0.0,0.0,36,183,2
Alan Patrick,2013-10-09,Garett Whiteley,Lightweight,0,0,0,0,0,0,0,0,1.0,234.0,1,0.0,0.0,0.0,0.0,37,800,6
Alan Patrick,2014-02-01,John Makdessi,Lightweight,1,16,1,0,3,353,0,0,3.0,300.0,1,234.0,1.0,300.0,3.0,37,1147,6
Alan Patrick,2015-06-20,Mairbek Taisumov,Lightweight,1,56,3,0,1,105,7,0,2.0,90.0,0,267.0,2.0,0.0,0.0,37,1472,6
Alan Patrick,2016-03-19,Damien Brown,Lightweight,1,73,3,0,0,0,0,0,3.0,300.0,1,238.0,2.6666666666666665,0.0,0.0,37,508,6
Alan Patrick,2016-09-24,Stevie Ray,Lightweight,1,98,8,1,1,98,1,2,3.0,300.0,1,253.5,2.75,0.0,0.0,37,2152,6
Alan Patrick,2018-02-03,Damir Hadzovic,Lightweight,1,105,13,2,1,25,0,0,3.0,300.0,1,262.8,2.8,0.0,0.0,37,509,6
Alan Patrick,2018-10-06,Scott Holtzman,Lightweight,1,133,22,2,2,380,18,2,3.0,222.0,0,269.0,2.8333333333333335,0.0,0.0,37,2052,6
Alan Patrick,2020-09-12,Bobby Green,Lightweight,1,158,22,2,2,899,14,4,3.0,300.0,0,294.0,3.2857142857142856,145.0,1.0,37,247,6
Alan Patrick,2021-06-05,Mason Jones,Lightweight,1,177,23,2,0,117,1,0,2.0,134.0,1,332.25,3.625,0.0,0.0,37,1556,6
Alan Patrick,2022-05-14,Michael Johnson,Lightweight,1,187,23,2,9,1170,9,1,2.0,202.0,0,310.22222222222223,3.4444444444444446,0.0,0.0,37,1611,6
Alatengheili,2019-08-31,Batgerel Danaa,Bantamweight,0,0,0,0,0,0,0,0,3.0,300.0,1,0.0,0.0,0.0,0.0,38,212,0
Alatengheili,2019-12-21,Ryan Benoit,Bantamweight,0,36,3,0,4,146,1,1,3.0,300.0,1,300.0,3.0,0.0,0.0,38,2003,0
Alatengheili,2020-10-03,Casey Kenney,Bantamweight,0,83,7,0,0,152,4,2,3.0,300.0,0,300.0,3.0,0.0,0.0,38,357,0
Alatengheili,2021-09-18,Gustavo Lopez,Bantamweight,0,129,7,0,0,63,2,1,3.0,300.0,0,400.0,4.0,54.0,6.0,38,855,0
Alatengheili,2022-04-16,Kevin Croom,Bantamweight,0,165,7,0,1,81,1,1,1.0,47.0,1,450.0,4.5,0.0,0.0,38,1334,0
Alatengheili,2022-09-10,Chad Anheliger,Bantamweight,1,174,7,0,2,67,0,2,3.0,300.0,1,369.4,3.8,0.0,0.0,38,363,0
Alatengheili,2023-10-14,Chris Gutierrez,Bantamweight,1,223,9,0,5,562,3,1,3.0,300.0,0,357.8333333333333,3.6666666666666665,0.0,0.0,38,410,0
Albert Cheng,2014-03-01,Anying Wang,Welterweight,0,0,0,0,0,0,0,0,1.0,300.0,0,0.0,0.0,0.0,0.0,39,175,10
Albert Duraev,2021-10-30,Roman Kopylov,Middleweight,0,0,0,0,0,37,0,0,3.0,300.0,1,0.0,0.0,0.0,0.0,40,1967,7
Albert Duraev,2022-06-18,Joaquin Buckley,Middleweight,0,71,1,1,4,207,7,0,2.0,300.0,0,300.0,3.0,300.0,3.0,40,1099,7
Albert Duraev,2023-03-25,Chidi Njokuani,Middleweight,0,81,3,1,2,69,0,1,3.0,300.0,1,450.0,3.5,0.0,0.0,40,394,7
Albert Duraev,2023-07-15,JunYong Park,Middleweight,0,126,5,1,0,443,14,5,2.0,285.0,0,400.0,3.3333333333333335,0.0,0.0,40,1252,7
Albert Morales,2016-09-17,Alejandro Perez,Bantamweight,0,0,0,0,0,125,1,1,3.0,300.0,0,0.0,0.0,0.0,0.0,41,47,0
Albert Morales,2016-11-19,Thomas Almeida,Bantamweight,0,79,0,0,2,209,0,0,2.0,97.0,0,600.0,6.0,0.0,0.0,41,2207,0
Albert Morales,2017-03-04,Andre Soukhamthath,Bantamweight,0,97,1,0,0,0,0,0,3.0,300.0,1,397.0,5.0,0.0,0.0,41,125,0
Albert Morales,2017-07-16,Brett Johns,Bantamweight,0,153,2,0,0,49,11,0,3.0,300.0,0,364.6666666666667,4.333333333333333,0.0,0.0,41,283,0
Albert Morales,2017-12-09,Benito Lopez,Bantamweight,0,181,2,0,0,0,0,0,3.0,300.0,0,423.5,4.75,0.0,0.0,41,225,0
Albert Morales,2018-02-24,Manny Bermudez,Bantamweight,0,259,2,0,0,0,0,0,2.0,153.0,0,458.8,5.0,0.0,0.0,41,1481,0
Albert Tumenov,2014-02-15,Ildemar Alcantara,Welterweight,0,0,0,0,0,75,8,6,3.0,300.0,0,0.0,0.0,0.0,0.0,42,912,10
Albert Tumenov,2014-05-10,Anthony Lapsley,Welterweight,0,32,1,0,0,8,0,0,1.0,236.0,1,600.0,6.0,0.0,0.0,42,152,10
Albert Tumenov,2014-10-04,Matt Dwyer,Welterweight,2,38,1,0,0,0,0,0,1.0,63.0,1,418.0,3.5,600.0,6.0,42,1567,10
Albert Tumenov,2015-01-24,Nicholas Musoke,Welterweight,4,42,1,0,0,163,5,1,3.0,300.0,1,299.6666666666667,2.6666666666666665,0.0,0.0,42,1726,10
Albert Tumenov,2015-10-03,Alan Jouban,Welterweight,4,129,1,0,2,167,1,0,1.0,175.0,1,299.75,2.75,0.0,0.0,42,35,10
Albert Tumenov,2016-01-02,Lorenz Larkin,Welterweight,5,148,1,0,2,246,0,0,3.0,300.0,1,274.8,2.4,0.0,0.0,42,1425,10
Albert Tumenov,2016-05-08,Gunnar Nelson,Welterweight,5,224,1,0,1,141,7,5,2.0,195.0,0,279.0,2.5,46.0,2.0,42,853,10
Albert Tumenov,2016-10-08,Leon Edwards,Welterweight,5,247,1,0,2,122,2,1,3.0,181.0,0,294.85714285714283,2.7142857142857144,0.0,0.0,42,1401,10
Alberta Cerra Leon,1994-03-11,Johnny Rhodes,Open Weight,0,0,0,0,0,4,0,0,1.0,591.0,0,0.0,0.0,0.0,0.0,43,1160,8
Alberto Crane,2007-08-25,Roger Huerta,Lightweight,0,0,0,0,0,203,13,0,3.0,110.0,0,0.0,0.0,0.0,0.0,44,1953,6
Alberto Crane,2008-01-23,Kurt Pellegrino,Lightweight,0,4,0,3,0,61,10,3,2.0,115.0,0,220.0,6.0,0.0,0.0,44,1370,6
Alberto Mina,2014-08-23,Shinsho Anzai,Welterweight,0,0,0,0,0,0,0,0,1.0,257.0,1,0.0,0.0,0.0,0.0,45,2109,10
Alberto Mina,2015-11-28,Yoshihiro Akiyama,Welterweight,1,34,0,0,0,223,12,1,3.0,300.0,1,257.0,1.0,300.0,3.0,45,2378,10
Alberto Mina,2016-07-07,Mike Pyle,Welterweight,2,103,2,0,4,372,16,13,2.0,77.0,1,278.5,2.0,0.0,0.0,45,1650,10
Alberto Mina,2018-05-12,Ramazan Emeev,Welterweight,3,119,4,0,0,38,1,0,3.0,300.0,0,211.33333333333334,2.0,0.0,0.0,45,1859,10
Alberto Uda,2016-05-29,Jake Collier,Middleweight,0,0,0,0,1,104,2,1,2.0,66.0,0,0.0,0.0,0.0,0.0,46,956,7
Alberto Uda,2016-08-20,Marvin Vettori,Middleweight,0,15,1,0,0,0,0,0,1.0,270.0,0,132.0,4.0,0.0,0.0,46,1552,7
Alejandro Perez,2014-11-15,Jose Quinonez,Bantamweight,0,0,0,0,0,0,0,0,3.0,300.0,1,0.0,0.0,0.0,0.0,47,1199,0
Alejandro Perez,2015-06-13,Patrick Williams,Bantamweight,0,38,1,1,0,14,2,0,1.0,23.0,0,300.0,3.0,0.0,0.0,47,1796,0
Alejandro Perez,2015-11-21,Scott Jorgensen,Bantamweight,0,38,1,1,1,382,19,2,2.0,266.0,1,173.0,2.5,0.0,0.0,47,2053,0
Alejandro Perez,2016-04-10,Ian Entwistle,Bantamweight,0,77,1,1,0,1,0,6,1.0,244.0,1,204.0,2.3333333333333335,0.0,0.0,47,896,0
Alejandro Perez,2016-09-17,Albert Morales,Bantamweight,0,125,1,1,0,0,0,0,3.0,300.0,1,214.0,2.0,0.0,0.0,47,41,0
Alejandro Perez,2017-08-05,Andre Soukhamthath,Bantamweight,0,186,2,1,0,46,0,0,3.0,300.0,1,231.2,2.2,600.0,6.0,47,125,0
Alejandro Perez,2017-12-09,Iuri Alcantara,Bantamweight,0,230,3,1,3,408,16,8,3.0,300.0,1,242.66666666666666,2.3333333333333335,0.0,0.0,47,930,0
Alejandro Perez,2018-04-14,Matthew Lopez,Bantamweight,0,265,3,1,0,121,8,3,2.0,222.0,1,250.85714285714286,2.4285714285714284,0.0,0.0,47,1583,0
Alejandro Perez,2018-07-14,Eddie Wineland,Bantamweight,0,309,3,1,6,381,2,0,3.0,300.0,1,247.25,2.375,0.0,0.0,47,684,0
Alejandro Perez,2019-03-02,Cody Stamann,Bantamweight,0,362,3,1,0,267,15,0,3.0,300.0,0,253.11111111111111,2.4444444444444446,0.0,0.0,47,461,0
Alejandro Perez,2019-07-06,Song Yadong,Bantamweight,0,403,4,1,2,126,3,2,1.0,124.0,0,287.8,2.8,0.0,0.0,47,2122,0
Alejandro Perez,2021-10-02,Johnny Eduardo,Bantamweight,0,404,4,1,2,173,0,2,2.0,253.0,1,284.1818181818182,2.727272727272727,0.0,0.0,47,1157,0
Alejandro Perez,2022-02-26,Jonathan Martinez,Featherweight,0,427,5,3,5,489,3,0,3.0,300.0,0,281.5833333333333,2.6666666666666665,146.0,2.0,47,1173,2
Aleksa Camur,2020-01-18,Justin Ledet,Light Heavyweight,0,0,0,0,0,164,1,1,3.0,300.0,1,0.0,0.0,0.0,0.0,48,1268,5
Aleksa Camur,2020-09-26,William Knight,Light Heavyweight,0,80,1,0,0,0,0,0,3.0,300.0,0,300.0,3.0,0.0,0.0,48,2352,5
Aleksa Camur,2021-06-19,Nicolae Negumereanu,Light Heavyweight,0,97,2,0,0,11,0,0,3.0,300.0,0,450.0,4.5,0.0,0.0,48,1743,5
Aleksa Camur,2023-08-05,Tanner Boser,Light Heavyweight,0,199,2,0,2,396,0,0,3.0,300.0,0,500.0,5.0,0.0,0.0,48,2180,5
Aleksandar Rakic,2017-09-02,Francimar Barroso,Light Heavyweight,0,0,0,0,0,220,15,0,3.0,300.0,1,0.0,0.0,0.0,0.0,49,766,5
Aleksandar Rakic,2018-07-22,Justin Ledet,Light Heavyweight,0,46,0,0,0,152,1,1,3.0,300.0,1,300.0,3.0,600.0,6.0,49,1268,5
Aleksandar Rakic,2018-12-08,Devin Clark,Light Heavyweight,1,150,3,0,1,194,13,1,1.0,245.0,1,300.0,3.0,0.0,0.0,49,621,5
Aleksandar Rakic,2019-06-01,Jimi Manuwa,Light Heavyweight,2,181,3,0,3,287,3,2,1.0,47.0,1,281.6666666666667,2.3333333333333335,0.0,0.0,49,1082,5
Aleksandar Rakic,2019-12-21,Volkan Oezdemir,Light Heavyweight,3,183,3,0,3,313,2,0,3.0,300.0,0,223.0,2.0,0.0,0.0,49,2326,5
Aleksandar Rakic,2020-08-29,Anthony Smith,Light Heavyweight,3,258,4,1,5,500,5,5,3.0,300.0,1,298.4,2.8,0.0,0.0,49,158,5
Aleksandar Rakic,2021-03-06,Thiago Santos,Light Heavyweight,4,302,4,1,13,682,8,1,3.0,300.0,1,298.6666666666667,2.8333333333333335,0.0,0.0,49,2203,5
Aleksandar Rakic,2022-05-14,Jan Blachowicz,Light Heavyweight,4,338,4,1,6,756,16,3,3.0,71.0,0,298.85714285714283,2.857142857142857,0.0,0.0,49,991,5
Aleksandra Albu,2015-04-11,Izabela Badurek,Women's Strawweight,0,0,0,0,0,0,0,0,2.0,214.0,1,0.0,0.0,0.0,0.0,50,936,14
Aleksandra Albu,2017-07-29,Kailin Curran,Women's Strawweight,0,42,0,1,0,182,8,3,3.0,300.0,1,214.0,2.0,0.0,0.0,50,1283,14
Aleksandra Albu,2019-02-17,Emily Whitmire,Women's Strawweight,0,124,5,1,0,62,1,0,1.0,61.0,0,257.0,2.5,0.0,0.0,50,713,14
Aleksandra Albu,2019-10-26,Loma Lookboonmee,Women's Strawweight,0,126,5,1,0,0,0,0,3.0,300.0,0,212.0,2.3333333333333335,0.0,0.0,50,1423,14
Aleksei Kunchenko,2018-09-15,Thiago Alves,Welterweight,0,0,0,0,13,896,13,6,3.0,300.0,1,0.0,0.0,0.0,0.0,51,2200,10
Aleksei Kunchenko,2018-12-01,Yushin Okami,Welterweight,0,44,1,0,4,503,33,9,3.0,300.0,1,300.0,3.0,300.0,3.0,51,2389,10
Aleksei Kunchenko,2019-08-10,Gilbert Burns,Welterweight,0,116,1,0,3,366,19,6,3.0,300.0,0,300.0,3.0,0.0,0.0,51,828,10
Aleksei Kunchenko,2020-03-14,Elizeu Zaleski dos Santos,Welterweight,0,163,1,0,2,420,3,4,3.0,300.0,0,400.0,4.0,300.0,3.0,51,706,10
Aleksei Oleinik,2014-06-28,Anthony Hamilton,Heavyweight,0,0,0,0,0,0,0,0,1.0,138.0,1,0.0,0.0,600.0,6.0,52,148,4
Aleksei Oleinik,2014-11-22,Jared Rosholt,Heavyweight,0,10,1,1,0,110,5,0,1.0,201.0,1,138.0,1.0,0.0,0.0,52,999,4
Aleksei Oleinik,2016-07-13,Daniel Omielanczuk,Heavyweight,1,23,1,1,2,187,3,1,3.0,300.0,0,169.5,1.0,0.0,0.0,52,533,4
Aleksei Oleinik,2017-01-15,Viktor Pesta,Heavyweight,1,31,5,3,0,72,10,0,1.0,177.0,1,313.0,2.6666666666666665,0.0,0.0,52,2309,4
Aleksei Oleinik,2017-07-08,Travis Browne,Heavyweight,1,38,5,4,5,365,10,2,2.0,224.0,1,279.0,2.25,0.0,0.0,52,2259,4
Aleksei Oleinik,2017-11-04,Curtis Blaydes,Heavyweight,2,91,8,6,0,173,15,0,2.0,99.0,0,268.0,2.2,118.0,4.0,52,491,4
Aleksei Oleinik,2018-05-12,Junior Albini,Heavyweight,2,125,8,6,1,69,0,0,1.0,105.0,1,256.3333333333333,2.5,0.0,0.0,52,1254,4
Aleksei Oleinik,2018-09-15,Mark Hunt,Heavyweight,2,135,8,7,9,454,7,1,1.0,266.0,1,234.71428571428572,2.2857142857142856,0.0,0.0,52,1533,4
Aleksei Oleinik,2019-04-20,Alistair Overeem,Heavyweight,2,138,9,8,8,442,4,3,1.0,285.0,0,238.625,2.125,0.0,0.0,52,95,4
Aleksei Oleinik,2019-07-20,Walt Harris,Heavyweight,2,176,9,8,7,249,2,1,1.0,12.0,0,275.44444444444446,2.111111111111111,0.0,0.0,52,2334,4
Aleksei Oleinik,2020-01-18,Maurice Greene,Heavyweight,2,177,9,8,2,124,0,1,2.0,278.0,1,250.3,2.1,0.0,0.0,52,1586,4
Aleksei Oleinik,2020-05-09,Fabricio Werdum,Heavyweight,2,184,12,11,4,833,12,4,3.0,300.0,1,252.8181818181818,2.090909090909091,0.0,0.0,52,746,4
Aleksei Oleinik,2020-08-08,Derrick Lewis,Heavyweight,2,278,12,11,5,477,6,0,2.0,21.0,0,256.75,2.1666666666666665,0.0,0.0,52,618,4
Aleksei Oleinik,2021-02-20,Chris Daukaus,Heavyweight,2,280,13,13,4,50,0,0,1.0,115.0,0,240.23076923076923,2.3076923076923075,0.0,0.0,52,405,4
Aleksei Oleinik,2021-06-19,Serghei Spivac,Heavyweight,2,285,13,13,0,174,12,1,3.0,300.0,0,239.5,2.2857142857142856,0.0,0.0,52,2076,4
Aleksei Oleinik,2022-04-09,Jared Vanderaa,Heavyweight,2,344,14,14,0,217,0,0,1.0,219.0,1,263.53333333333336,2.533333333333333,0.0,0.0,52,1000,4
Aleksei Oleinik,2022-10-01,Ilir Latifi,Heavyweight,2,352,14,15,4,219,16,3,3.0,300.0,0,260.75,2.4375,0.0,0.0,52,915,4
Alen Amedovski,2019-04-20,Krzysztof Jotko,Middleweight,0,0,0,0,2,345,9,1,3.0,300.0,0,0.0,0.0,0.0,0.0,53,1366,7
Alen Amedovski,2019-09-28,John Phillips,Middleweight,0,6,0,0,1,83,0,0,1.0,17.0,0,600.0,6.0,0.0,0.0,53,1151,7
Alen Amedovski,2022-05-21,Joseph Holmes,Middleweight,0,8,0,0,0,51,0,0,1.0,64.0,0,317.0,4.0,0.0,0.0,53,1205,7
Alen Amedovski,2022-09-17,Joe Pyfer,Middleweight,0,9,0,0,0,0,0,0,1.0,235.0,0,254.0,3.3333333333333335,125.0,2.0,53,1115,7
Alessandro Costa,2022-12-17,Amir Albazi,Flyweight,0,0,0,0,0,92,5,2,3.0,133.0,0,0.0,0.0,0.0,0.0,54,113,3
Alessandro Costa,2023-06-17,Jimmy Flick,Flyweight,0,17,0,0,0,13,1,1,2.0,63.0,1,266.0,6.0,0.0,0.0,54,1085,3
Alessandro Costa,2023-11-11,Steve Erceg,Flyweight,1,82,0,0,0,54,3,1,3.0,300.0,0,164.5,4.0,0.0,0.0,54,2137,3
Alessio Di Chirico,2016-04-10,Bojan Velickovic,Middleweight,0,0,0,0,0,0,0,0,3.0,300.0,0,0.0,0.0,0.0,0.0,55,255,7
Alessio Di Chirico,2016-08-27,Garreth McLellan,Middleweight,0,65,2,0,0,122,2,3,3.0,300.0,1,600.0,6.0,0.0,0.0,55,801,7
Alessio Di Chirico,2017-01-28,Eric Spicely,Middleweight,1,126,4,0,0,12,1,1,1.0,134.0,0,450.0,4.5,0.0,0.0,55,720,7
Alessio Di Chirico,2017-12-16,Oluwale Bamgbose,Middleweight,1,127,4,0,2,68,2,0,2.0,134.0,1,389.3333333333333,3.6666666666666665,0.0,0.0,55,1769,7
Alessio Di Chirico,2018-07-06,Julian Marquez,Middleweight,2,133,5,0,0,32,0,3,3.0,300.0,1,325.5,3.25,0.0,0.0,55,1242,7
Alessio Di Chirico,2019-06-22,Kevin Holland,Middleweight,2,183,9,0,0,181,6,5,3.0,300.0,0,320.4,3.2,0.0,0.0,55,1336,7
Alessio Di Chirico,2019-09-28,Makhmud Muradov,Middleweight,2,234,11,0,0,0,0,0,3.0,300.0,0,367.0,3.6666666666666665,0.0,0.0,55,1473,7
Alessio Di Chirico,2020-08-29,Zak Cummings,Middleweight,2,270,11,0,4,340,7,7,3.0,300.0,0,400.2857142857143,4.0,0.0,0.0,55,2399,7
Alessio Di Chirico,2021-01-16,Joaquin Buckley,Middleweight,2,323,11,0,3,112,1,0,1.0,132.0,1,425.25,4.25,300.0,2.5,55,1099,7
Alessio Di Chirico,2021-08-28,Abdul Razak Alhassan,Middleweight,3,335,11,0,6,200,2,0,1.0,17.0,0,392.6666666666667,3.888888888888889,0.0,0.0,55,9,7
Alessio Di Chirico,2022-09-03,Roman Kopylov,Middleweight,3,336,11,0,1,79,1,0,3.0,69.0,0,356.8,3.7,600.0,6.0,55,1967,7
Alessio Sakara,2005-10-07,Ron Faircloth,Light Heavyweight,0,0,0,0,0,0,0,0,2.0,10.0,1,0.0,0.0,0.0,0.0,56,1971,5
Alessio Sakara,2006-02-04,Elvis Sinosic,Light Heavyweight,1,46,0,0,0,34,0,2,3.0,300.0,1,10.0,2.0,0.0,0.0,56,709,5
Alessio Sakara,2006-05-27,Dean Lister,Light Heavyweight,1,116,9,0,0,0,0,0,1.0,140.0,0,155.0,2.5,0.0,0.0,56,599,5
Alessio Sakara,2006-11-18,Drew McFedries,Light Heavyweight,1,117,9,0,0,0,0,0,1.0,247.0,0,196.66666666666666,2.3333333333333335,0.0,0.0,56,661,5
Alessio Sakara,2007-04-21,Victor Valimaki,Light Heavyweight,1,149,9,0,0,66,1,0,1.0,104.0,1,271.0,2.25,0.0,0.0,56,2306,5
Alessio Sakara,2007-09-08,Houston Alexander,Light Heavyweight,1,155,9,0,2,17,0,0,1.0,61.0,0,237.6,2.0,0.0,0.0,56,887,5
Alessio Sakara,2008-01-19,James Lee,Light Heavyweight,1,156,10,0,0,0,0,0,1.0,90.0,1,218.33333333333334,2.0,0.0,0.0,56,975,5
Alessio Sakara,2008-03-01,Chris Leben,Middleweight,1,164,10,0,3,226,11,2,1.0,196.0,0,200.0,1.8571428571428572,257.0,2.0,56,416,7
Alessio Sakara,2008-09-17,Joe Vedepo,Middleweight,1,177,10,0,0,0,0,0,1.0,87.0,1,224.0,1.875,0.0,0.0,56,1121,7
Alessio Sakara,2009-08-08,Thales Leites,Middleweight,2,184,10,0,2,141,11,10,3.0,300.0,1,208.77777777777777,1.7777777777777777,0.0,0.0,56,2198,7
Alessio Sakara,2010-03-21,James Irvin,Middleweight,2,208,10,0,3,42,0,1,1.0,181.0,1,217.9,1.9,0.0,0.0,56,973,7
Alessio Sakara,2011-03-03,Chris Weidman,Middleweight,3,221,10,0,0,0,0,0,3.0,300.0,0,214.54545454545453,1.8181818181818181,0.0,0.0,56,426,7
Alessio Sakara,2012-04-14,Brian Stann,Middleweight,3,248,10,0,5,215,0,3,1.0,146.0,0,246.66666666666666,2.1666666666666665,0.0,0.0,56,296,7
Alessio Sakara,2012-11-17,Patrick Cote,Middleweight,3,255,10,0,4,277,4,2,1.0,86.0,0,250.15384615384616,2.1538461538461537,410.0,4.0,56,1792,7
Alessio Sakara,2013-10-26,Nicholas Musoke,Middleweight,4,279,10,0,0,0,0,0,1.0,187.0,0,244.57142857142858,2.142857142857143,600.0,6.0,56,1726,7
Alex Andrade,2000-06-09,Amaury Bitetti,Middleweight,0,0,0,0,0,2,0,0,2.0,43.0,0,0.0,0.0,0.0,0.0,57,111,7
Alex Caceres,2011-03-26,Mackens Semerzier,Featherweight,0,0,0,0,0,0,0,0,1.0,198.0,0,0.0,0.0,0.0,0.0,58,1462,2
Alex Caceres,2011-08-14,Jimy Hettes,Featherweight,0,2,0,0,0,0,0,0,2.0,192.0,0,396.0,2.0,0.0,0.0,58,1087,2
Alex Caceres,2011-11-12,Cole Escovedo,Bantamweight,0,15,0,0,0,58,0,0,3.0,300.0,1,390.0,3.0,0.0,0.0,58,463,0
Alex Caceres,2012-02-04,Edwin Figueroa,Bantamweight,0,117,0,1,0,68,0,1,3.0,300.0,0,360.0,3.0,0.0,0.0,58,697,0
Alex Caceres,2012-07-11,Damacio Page,Bantamweight,0,172,1,8,0,40,1,1,2.0,87.0,1,420.0,3.75,0.0,0.0,58,505,0
Alex Caceres,2012-11-10,Motonobu Tezuka,Bantamweight,0,181,1,11,0,0,0,0,3.0,300.0,1,353.4,3.4,0.0,0.0,58,1688,0
Alex Caceres,2013-03-02,Kyung Ho Kang,Bantamweight,0,245,1,11,0,0,0,0,3.0,300.0,1,344.5,3.3333333333333335,0.0,0.0,58,1383,0
Alex Caceres,2013-09-21,Roland Delorme,Bantamweight,0,275,1,11,1,100,9,6,3.0,300.0,1,338.14285714285717,3.2857142857142856,0.0,0.0,58,1958,0
Alex Caceres,2014-01-25,Sergio Pettis,Bantamweight,0,381,1,11,0,81,2,3,3.0,279.0,1,333.375,3.25,0.0,0.0,58,2078,0
Alex Caceres,2014-07-05,Urijah Faber,Bantamweight,1,434,2,12,2,396,13,6,3.0,69.0,0,327.3333333333333,3.2222222222222223,0.0,0.0,58,2286,0
Alex Caceres,2014-09-20,Masanori Kanehara,Bantamweight,1,454,2,12,0,0,0,0,3.0,300.0,0,308.4,3.5,0.0,0.0,58,1554,0
Alex Caceres,2015-06-06,Francisco Rivera,Bantamweight,1,478,2,12,4,276,5,4,1.0,21.0,0,334.90909090909093,3.727272727272727,0.0,0.0,58,772,0
Alex Caceres,2016-01-30,Masio Fullen,Featherweight,1,478,2,12,0,42,1,0,3.0,300.0,1,310.5,3.5833333333333335,0.0,0.0,58,1555,2
Alex Caceres,2016-06-04,Cole Miller,Featherweight,1,552,3,12,4,551,5,23,3.0,300.0,1,309.6923076923077,3.5384615384615383,0.0,0.0,58,464,2
Alex Caceres,2016-08-06,Yair Rodriguez,Featherweight,2,649,8,12,1,167,7,7,5.0,300.0,0,309.0,3.5,0.0,0.0,58,2360,2
Alex Caceres,2017-01-28,Jason Knight,Featherweight,2,711,9,12,0,163,5,5,2.0,261.0,0,328.4,3.933333333333333,0.0,0.0,58,1015,2
Alex Caceres,2017-06-17,Rolando Dy,Featherweight,2,738,9,12,0,0,0,0,2.0,300.0,1,340.5,3.9375,0.0,0.0,58,1962,2
Alex Caceres,2017-11-25,Wang Guan,Featherweight,3,789,9,13,0,0,0,0,3.0,300.0,0,338.11764705882354,3.823529411764706,0.0,0.0,58,2336,2
Alex Caceres,2018-07-06,Martin Bravo,Featherweight,3,838,9,13,1,57,0,0,3.0,300.0,1,352.6666666666667,3.9444444444444446,0.0,0.0,58,1545,2
Alex Caceres,2019-02-17,Kron Gracie,Featherweight,3,920,9,13,0,0,0,0,1.0,126.0,0,349.89473684210526,3.8947368421052633,0.0,0.0,58,1365,2
Alex Caceres,2019-07-20,Steven Peterson,Featherweight,3,924,9,13,0,181,7,2,3.0,300.0,1,345.0,3.8,0.0,0.0,58,2149,2
Alex Caceres,2020-06-06,Chase Hooper,Featherweight,3,1018,9,13,0,20,1,2,3.0,300.0,1,342.85714285714283,3.761904761904762,0.0,0.0,58,386,2
Alex Caceres,2020-08-29,Austin Springer,Featherweight,4,1121,10,13,0,0,0,0,1.0,218.0,1,340.90909090909093,3.727272727272727,0.0,0.0,58,201,2
Alex Caceres,2021-02-27,Kevin Croom,Featherweight,4,1139,10,14,1,5,0,1,3.0,300.0,1,335.5652173913044,3.608695652173913,94.0,2.0,58,1334,2
Alex Caceres,2021-10-23,SeungWoo Choi,Featherweight,4,1187,11,15,2,198,4,0,2.0,211.0,1,334.0833333333333,3.5833333333333335,0.0,0.0,58,2082,2
Alex Caceres,2022-03-12,Sodiq Yusuff,Featherweight,4,1233,11,16,2,250,0,2,3.0,300.0,0,329.16,3.52,0.0,0.0,58,2119,2
Alex Caceres,2022-12-17,Julian Erosa,Featherweight,4,1299,12,16,1,651,13,5,1.0,184.0,1,339.5769230769231,3.6153846153846154,0.0,0.0,58,1241,2
Alex Caceres,2023-06-03,Daniel Pineda,Featherweight,5,1315,12,16,2,271,8,10,3.0,300.0,1,333.81481481481484,3.5185185185185186,0.0,0.0,58,534,2
Alex Caceres,2023-08-26,Giga Chikadze,Featherweight,5,1375,13,16,6,431,2,2,3.0,300.0,0,332.60714285714283,3.5,0.0,0.0,58,825,2
